layer_code;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district_code;neighbourhood_code;district_name;neighbourhood_name
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.619.167;4.587.091.876;430.527.235;4.586.890.897;2.168.511;4.143.058;Vilapicina (Teide)-;8;46;Nou Barris;el Turó de la Peira
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.197.605;4.584.123.981;431.105.667;4.583.923.029;2.175.771;41.403.899;Sagrada Família (Mallorca - Marina)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.322.215;4.582.814.337;430.230.285;4.582.613.397;216.545;41.392.028;Passeig de Gràcia (Aragó / Pau Claris)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.304.454;4.585.652.758;428.212.543;4.585.451.793;2.140.981;41.417.415;Penitents (Anna Piferrer)-;6;28;Gràcia;Vallcarca i els Penitents
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.105.209;4585473.75;431.013.272;4.585.272.785;2.174.512;41.416.048;Guinardó | Hospital de Sant Pau (Sant Quintí)-;7;35;Horta-Guinardó;el Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.078.751;4587871.9;430.986.815;4.587.670.913;2.173.922;41.437.645;Llucmajor (Passeig Verdum / Llucmajor)-;8;48;Nou Barris;la Guineueta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.503.538;4.588.604.651;431.411.598;4.588.403.657;2.178.923;41.444.281;Via Júlia (Via Júlia / Joaquim Valls)-;8;52;Nou Barris;la Prosperitat
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.753.294;4.586.272.609;433.661.333;4.586.071.636;2.206.108;41.423.466;La Pau (Rambla Guipúscoa / Ca n'Oliva)-;10;73;Sant Martí;la Verneda i la Pau
K011;Transports i serveis relacionats;Tramvia;432.544.669;4.582.298.819;432.452.718;4.582.097.883;2.192.089;41.387.575;TRAMVIA (T4) - CIUTADELLA-VILA OLÍMPICA-;10;67;Sant Martí;la Vila Olímpica del Poblenou
K011;Transports i serveis relacionats;Tramvia;421327.15;4579790.91;421.235.302;4.579.590.001;2.058.263;41.363.968;TRAMVIA (T1,T2) - BON VIATGE-;;;;
K011;Transports i serveis relacionats;Tramvia;421.688.768;4580185.9;421.596.916;4.579.984.987;2.062.535;4.136.756;TRAMVIA (T2) - LA FONTSANTA-;;;;
K008;Transports i serveis relacionats;Estació marítima;431.794.364;4.580.997.943;431.702.419;4580797.02;2.183.262;41.375.795;Terminal Marítima Maremàgnum *Creuers-;1;2;Ciutat Vella;el Barri Gòtic
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.740.569;4587419.43;434.648.599;4.587.218.446;2.217.798;41.433.876;METRO (L2) - Artigues | Sant Adrià-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.883.561;4.575.972.085;427.791.651;4.575.771.209;2.137.098;41.330.188;METRO (L10S) - Ecoparc-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.718.599;4.578.305.234;425626.71;4.578.104.337;2.110.944;41.351.005;METRO (L1) - Bellvitge-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.031.882;4.587.802.177;430.939.946;4.587.601.191;2.173.369;41.437.013;METRO (L4) - Llucmajor-;8;48;Nou Barris;la Guineueta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429081.69;4.584.351.709;428.989.771;4.584.150.755;2.150.433;41.405.766;METRO (L3) - Lesseps-;6;31;Gràcia;la Vila de Gràcia
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432621.41;4.582.202.672;432.529.458;4.582.001.737;2.193.017;41.386.715;METRO (L4) - Ciutadella | Vila Olímpica-;10;67;Sant Martí;la Vila Olímpica del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.172.577;4.583.126.738;431.080.639;4.582.925.795;2.175.585;41.394.915;METRO (L2) - Tetuan-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.055.974;4.588.117.025;435.963.992;4.587.916.035;2.233.466;41.440.265;METRO (L2) - Gorg-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.939.007;4.589.338.515;433.847.045;4.589.137.514;2.207.994;41.451.095;METRO (L1) - Santa Coloma-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.161.999;4.581.089.579;431070.06;4.580.888.655;217.569;41.376.567;METRO (L3) - Drassanes-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.296.222;4583935.58;429.204.301;4583734.63;2.153.048;41.402.037;METRO (L3) - Fontana-;6;31;Gràcia;la Vila de Gràcia
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);416.940.284;4.583.728.731;416.848.477;4.583.527.787;200.528;41.398.991;FGC - CAN ROS-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);419.088.184;4.579.775.774;418.996.356;4.579.574.866;2.031.499;41.363.609;FGC - COLÒNIA GÜELL-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.155.551;4.586.168.739;432.063.605;4.585.967.768;2.187.001;41.422.397;METRO (L1) - La Sagrera-;9;61;Sant Andreu;la Sagrera
K004;Transports i serveis relacionats;Tren a l'aeroport;432276.02;4.584.790.649;432.184.072;4584589.69;2.188.597;41.409.995;Tren AEROPORT - CLOT-;10;65;Sant Martí;el Clot
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);418.558.815;4.580.405.181;418.466.992;4.580.204.267;2.025.086;41.369.224;FGC - SANTA COLOMA DE CERVELLÓ-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.610.101;4.581.956.336;428.518.186;4.581.755.405;2.145.074;4.138.415;Entença (Entença)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.973.649;4.584.106.019;430.881.713;4.583.905.067;2.173.094;41.403.718;Sagrada Família (Sardenya)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.477.917;4.588.528.173;431.385.978;4588327.18;2.178.625;4.144.359;Via Júlia (Via Júlia / Argullós)-;8;52;Nou Barris;la Prosperitat
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423.475.362;4.579.706.906;423.383.494;4.579.505.997;2.083.955;41.363.418;Sant Ildefons (Avinguda República Argentina)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.610.824;4.581.376.313;428.518.909;4.581.175.387;2.145.151;41.378.926;Tarragona (València)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.662.955;4581260.44;428.571.039;4.581.059.515;2.145.789;41.377.887;Tarragona (Tarragona)-;3;15;Sants-Montjuïc;Hostafrancs
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434525.31;4.585.404.664;434.433.342;4.585.203.699;221.544;41.415.712;Besòs Mar (Ferrer Bassa)-;10;70;Sant Martí;el Besòs i el Maresme
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.029.102;4.584.579.796;433.937.138;4.584.378.839;2.209.593;41.408.242;Selva de Mar (Selva de Mar)-;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.658.032;4.582.337.341;432566.08;4.582.136.405;219.344;41.387.931;Ciutadella | Vila Olímpica (Avinguda Icària)-;10;67;Sant Martí;la Vila Olímpica del Poblenou
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);426932.02;4578959.11;426840.12;4.578.758.207;2.125.369;41.357.005;FGC - EUROPA / FIRA-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429861.51;4.583.270.898;429.769.584;4.583.069.954;2.159.887;413.961;Diagonal (Diagonal / Rambla Catalunya)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.450.284;4.580.989.296;428358.37;4.580.788.374;2.143.278;41.375.426;Hostafrancs (Consell de Cent)-;3;15;Sants-Montjuïc;Hostafrancs
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.699.645;4.587.365.951;434.607.676;4.587.164.968;2.217.314;41.433.391;Artigues | Sant Adrià (Avinguda Joan XXIII)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.057.863;4.580.979.083;427.965.953;4.580.778.161;2.138.587;41.375.299;Plaça de Sants (Cros)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.639.369;4.586.305.505;431.547.427;4.586.104.533;2.180.809;41.423.585;Congrés (Francesc Tàrrega)-;9;62;Sant Andreu;el Congrés i els Indians
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431280.27;4.586.525.528;431.188.332;4.586.324.554;2.176.487;41.425.536;Maragall (Prat d'en Roquer)-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.375.894;4.586.461.237;428.283.983;4.586.260.264;214.174;41.424.703;Vall d'Hebron (Avinguda Jordà)-;7;39;Horta-Guinardó;Sant Genís dels Agudells
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.107.484;4.583.121.806;431.015.546;4.582.920.863;2.174.807;41.394.865;Tetuan (Diputació / Passeig de Sant Joan)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.306.856;4.585.751.773;428.214.945;4.585.550.807;2.140.998;41.418.307;METRO (L3) - Penitents-;6;28;Gràcia;Vallcarca i els Penitents
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.543.689;4.575.259.006;427.451.782;4.575.058.137;2.133.122;41.323.735;METRO (L10S) - ZAL | Riu Vell-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.281.787;4.586.474.107;431.189.849;4.586.273.133;2.176.511;41.425.073;METRO (L5) - Maragall-;9;62;Sant Andreu;el Congrés i els Indians
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.927.318;4.586.158.456;428.835.401;4.585.957.486;2.148.374;41.422.025;METRO (L5) - El Coll | La Teixonera-;7;38;Horta-Guinardó;la Teixonera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.713.579;4586961.82;432.621.628;4.586.760.841;219.359;41.429.587;METRO (L9NL10N) - Onze de Setembre-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.453.471;4.580.973.276;428.361.557;4.580.772.354;2.143.318;41.375.282;METRO (L1) - Hostafrancs-;3;15;Sants-Montjuïc;Hostafrancs
K003;Transports i serveis relacionats;RENFE;432.066.693;4.593.040.907;431.974.749;4.592.839.872;2.185.163;41.484.284;RENFE - MONTCADA I REIXAC-MANRESA-;;;;
K004;Transports i serveis relacionats;Tren a l'aeroport;426.100.715;4.578.674.691;426.008.822;4.578.473.791;2.115.466;41.354.367;Tren AEROPORT - BELLVITGE-;;;;
K003;Transports i serveis relacionats;RENFE;421.504.368;4.580.310.127;421.412.518;4.580.109.213;2.060.314;41.368.661;RENFE - ST. JOAN DESPÍ-;;;;
K011;Transports i serveis relacionats;Tramvia;427.892.861;4.582.668.993;427.800.953;4.582.468.055;2.136.412;41.390.505;TRAMVIA (T1,T2,T3) - L'ILLA-;4;19;Les Corts;les Corts
K011;Transports i serveis relacionats;Tramvia;432.234.006;4.582.615.201;432.142.058;4.582.414.263;2.188.338;41.390.398;TRAMVIA (T4) - WELLINGTON-;10;67;Sant Martí;la Vila Olímpica del Poblenou
K011;Transports i serveis relacionats;Tramvia;433.612.784;4.585.484.703;433.520.824;4.585.283.738;2.204.513;41.416.358;TRAMVIA (T5, T6) - SANT MARTÍ DE PROVENÇALS-;10;71;Sant Martí;Provençals del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.171.274;4.582.083.335;430.079.345;4.581.882.402;2.163.729;41.385.431;Universitat (Plaça Universitat)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.094.728;4.588.106.246;436.002.746;4.587.905.256;2.233.931;41.440.171;Gorg (Guifré)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.195.266;4586242.09;432.103.319;4.586.041.118;2.187.468;41.423.061;La Sagrera (Jardins d'Elx)-;9;61;Sant Andreu;la Sagrera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.775.276;4589112.43;432.683.325;4.588.911.431;2.194.088;41.448.962;Trinitat Vella (Parc de la Trinitat)-;9;57;Sant Andreu;la Trinitat Vella
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.484.493;4.588.389.012;432.392.544;4588188.02;2.190.689;41.442.422;Torras i Bages (Palomar / costat muntanya)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.929.382;4.589.327.278;433837.42;4.589.126.277;220.788;41.450.993;Santa Coloma (Avinguda Santa Coloma)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430707.27;4.580.902.726;430.615.335;4.580.701.804;2.170.274;41.374.845;Paral·lel (Avinguda Paral·lel)-;3;11;Sants-Montjuïc;el Poble-sec
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.421.505;4.581.452.857;429.329.582;4581251.93;2.154.836;41.379.687;Rocafort (Calàbria / Diputació)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);429.696.583;4582918.15;429.604.658;4582717.21;2.157.956;41.392.909;FGC - PROVENÇA-;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);425.782.443;4.584.775.162;425.690.555;4.584.574.205;2.110.914;41.409.282;FGC - PEU FUNICULAR-;5;23;Sarrià-Sant Gervasi;Sarrià
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.881.072;4.575.957.454;427.789.162;4.575.756.579;213.707;41.330.056;Ecoparc (Carrer A (costat mar))-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.546.587;4.575.272.633;427454.68;4.575.071.764;2.133.155;41.323.858;ZAL | Riu Vell (Carrer A / Carrer 5)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K011;Transports i serveis relacionats;Tramvia;426.641.164;4.582.261.097;426.549.267;4.582.060.164;2.121.492;41.386.718;TRAMVIA (T1,T2,T3) - PIUS XII-;4;20;Les Corts;la Maternitat i Sant Ramon
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);428.837.852;4.583.869.712;428.745.936;4.583.668.763;2.147.573;41.401.403;FGC - PLAÇA MOLINA<center>-;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K009;Transports i serveis relacionats;Funicular;427.506.131;4.585.541.696;427.414.227;4.585.340.732;2.131.443;41.416.343;Funicular Tibidabo - Cuca de Llum-;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431099.26;4.585.445.939;431.007.323;4.585.244.975;2.174.444;41.415.797;Guinardó | Hospital de Sant Pau (Hospital de Sant Pau)-;7;35;Horta-Guinardó;el Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.777.515;4.583.124.733;430685.58;4582923.79;217.086;41.394.863;Girona (Consell de Cent)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.658.626;4.582.085.423;430.566.692;4581884.49;2.169.557;41.385.492;Catalunya (Pelai)-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.699.902;4.582.048.938;428.607.986;4.581.848.006;2.146.137;41.384.992;Entença (Rocafort)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.070.963;4.584.194.691;430.979.026;4.583.993.738;2.174.248;41.404.525;Sagrada Família (Provença / Avinguda Gaudí)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.618.258;4.587.066.792;430.526.326;4.586.865.813;2.168.503;41.430.354;Vilapicina (Passeig de les Palmeres)-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.075.588;4.584.825.933;431.983.642;4.584.624.974;2.186.195;41.410.296;Clot (Sibelius)-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433238.44;4.585.731.198;433.146.484;4585530.23;2.200.007;41.418.547;Sant Martí (Agricultura)-;10;72;Sant Martí;Sant Martí de Provençals
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.403.147;4581943.47;427.311.243;4.581.742.539;2.130.642;41.383.926;Les Corts (Travessera de les Corts)-;4;19;Les Corts;les Corts
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.323.666;4.581.606.538;428.231.754;4581405.61;214.169;41.380.974;Sants Estació (Pl. Països Catalans / Numància / Ambulatori)-;3;18;Sants-Montjuïc;Sants
K011;Transports i serveis relacionats;Tramvia;435.068.353;4.586.163.946;434976.38;4.585.962.974;2.221.856;41.422.595;TRAMVIA (T5) - LA CATALANA-;;;;
K011;Transports i serveis relacionats;Tramvia;432.126.647;4.583.383.702;432034.7;4.583.182.757;2.186.968;41.397.311;TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K011;Transports i serveis relacionats;Tramvia;432.119.145;4.583.023.989;432.027.198;4.582.823.047;2.186.918;4.139.407;TRAMVIA (T4) - MARINA-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K011;Transports i serveis relacionats;Tramvia;434.479.089;4.584.807.553;434.387.121;4.584.606.594;2.214.952;4.141.033;TRAMVIA (T4) - DIAGONAL MAR-;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.273.328;4.588.986.226;431.181.391;4.588.785.229;2.176.124;41.447.698;METRO (L3) - Roquetes-;8;50;Nou Barris;les Roquetes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423.514.244;4.579.705.496;423.422.375;4.579.504.587;208.442;41.363.409;METRO (L5) - Sant Ildefons-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.870.963;4.580.930.763;429.779.036;4.580.729.841;2.160.272;41.375.024;METRO (L3) - Poble Sec-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.776.853;4.583.134.177;430.684.918;4.582.933.234;2.170.851;41.394.948;METRO (L4) - Girona-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433506.64;4.584.085.177;433.414.681;4.583.884.225;2.203.397;41.403.744;METRO (L4) - Poblenou-;10;68;Sant Martí;el Poblenou
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);429.248.257;4.583.660.389;429.156.337;4.583.459.442;2.152.507;41.399.554;FGC - GRÀCIA-;6;31;Gràcia;la Vila de Gràcia
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);430.662.379;4582124.25;430.570.445;4.581.923.317;2.169.598;41.385.842;FGC - CATALUNYA (C. de Pelai)-;2;7;Eixample;la Dreta de l'Eixample
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);428440.55;4.583.604.062;428.348.637;4.583.403.116;2.142.852;41.398.976;FGC - MUNTANER-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.991.693;4.584.556.599;433.899.729;4.584.355.642;2.209.148;4.140.803;METRO (L4) - Selva de Mar-;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K004;Transports i serveis relacionats;Tren a l'aeroport;432.140.399;4.584.741.446;432.048.452;4.584.540.488;218.698;41.409.541;Tren AEROPORT - CLOT-;10;65;Sant Martí;el Clot
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);420.052.849;4.578.048.029;419.961.012;4.577.847.136;2.043.259;41.348.145;FGC - SANT BOI-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427792.49;4.583.490.526;427.700.583;4.583.289.581;2.135.114;41.397.895;FGC - BONANOVA-;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425818.56;4.582.030.261;425.726.671;4581829.33;2.111.682;41.384.563;Zona Universitària (Facultat d'Estudis Empresarials)-;4;21;Les Corts;Pedralbes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.327.404;4.582.195.495;426235.51;4.581.994.562;2.117.747;41.386.098;Palau Reial (Avda. Diagonal)-;4;21;Les Corts;Pedralbes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;436.490.742;4588562.63;436.398.756;4.588.361.635;2.238.623;41.444.313;Pep Ventura (Plaça Països Catalans)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.402.045;4.581.896.141;431.310.104;4581695.21;2.178.469;41.383.851;Jaume I (Plaça de l'Àngel)-;1;2;Ciutat Vella;el Barri Gòtic
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.653.333;4587674.15;433.561.373;4.587.473.164;2.204.758;41.436.081;Bon Pastor (Sant Adrià)-;9;59;Sant Andreu;el Bon Pastor
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.798.676;4.582.023.803;425.706.787;4.581.822.872;2.111.445;41.384.503;Zona Universitària (Parc Cervantes)-;4;21;Les Corts;Pedralbes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425071.58;4575894.78;424.979.696;4.575.693.906;2.103.508;41.329.235;Les Moreres (Av. Verge de Montserrat / Les Moreres)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.940.125;4.583.221.727;429.848.198;4.583.020.784;2.160.833;41.395.664;Diagonal (Pg. de Gràcia / Pau Claris)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.558.487;4.581.036.549;426.466.591;4.580.835.627;2.120.652;41.375.681;Collblanc (Doctor Martí i Julià)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.163.587;4.582.477.732;429.071.667;4.582.276.796;2.151.632;41.388.895;Hospital Clínic (Villarroel)-;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.198.911;4.581.768.323;428107;4.581.567.394;2.140.179;4.138.242;Sants Estació (Numància)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;435.576.199;4.587.577.584;435.484.222;4.587.376.599;2.227.782;41.435.368;Sant Roc (Plaça Sant Roc)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425017.7;4.579.247.878;424.925.817;4.579.046.973;210.245;4.135.943;Av. Carrilet (Prat de la Riba)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.934.053;4.581.000.966;427.842.144;4.580.800.044;2.137.104;41.375.485;Plaça de Sants (Alcolea (escala mecànica))-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.671.841;4580248.29;425.579.953;4.580.047.375;2.110.147;413.685;Florida (Avinguda Masnou)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.180.545;4.580.255.855;426.088.652;4580054.94;2.116.228;41.368.615;Torrassa (Av. Catalunya)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.388.122;4.583.555.819;430.296.191;4.583.354.872;2.166.153;41.398.712;Verdaguer (Girona)-;2;7;Eixample;la Dreta de l'Eixample
K011;Transports i serveis relacionats;Tramvia;435.574.307;4.587.530.946;435482.33;4.587.329.961;2.227.764;41.434.948;TRAMVIA (T5) - SANT ROC-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.035.098;4.590.625.409;430.943.163;4.590.424.397;2.173.084;41.462.441;METRO (L11) - Can Cuiàs-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.714.291;4.586.339.029;433622.33;4.586.138.056;2.205.634;41.424.061;METRO (L2) - La Pau-;10;73;Sant Martí;la Verneda i la Pau
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.679.335;4.586.299.934;433.587.375;4.586.098.961;220.522;41.423.706;METRO (L4) - La Pau-;10;73;Sant Martí;la Verneda i la Pau
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432132.54;4.585.960.777;432.040.594;4.585.759.808;2.186.749;41.420.522;METRO (L9NL10N) - La Sagrera-;9;63;Sant Andreu;Navas
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423.940.576;4.576.215.993;423.848.703;4.576.015.116;2.089.954;41.332.022;METRO (L9S) - El Prat Estació-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.087.188;4.577.257.433;426.995.286;4.577.056.546;2.127.428;41.341.693;METRO (L9S) - Parc Logístic-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426981.38;4.579.023.417;426.889.479;4.578.822.513;2.125.951;41.357.589;METRO (L9S) - Europa | Fira-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.372.628;4.581.083.181;426.280.733;4.580.882.259;2.118.424;41.376.084;METRO (L9SL10S) - Collblanc-;;;;
